1.6867 	WARNING 	Requested audio device 'Digital Audio (S/PDIF)(High Definition Audio Device)' that is not available on this hardware. The 'audioDevice' preference should be one of ['Digital Audio (S/PDIF) (High Definition Audio Device)', 'E2251 (NVIDIA High Definition Audio)', 'Headphones (MDR-XB950B1 Stereo)', 'Headset (MDR-XB950B1 Hands-Free AG Audio)']
11.4611 	EXP 	slider: markerPos = 0.8086419753086421
11.4945 	EXP 	slider: markerPos = 0.8148148148148149
11.5264 	EXP 	slider: markerPos = 0.8148148148148149
11.5427 	EXP 	slider: markerPos = 0.8148148148148149
11.5777 	EXP 	slider: markerPos = 0.8148148148148149
11.6097 	EXP 	slider: markerPos = 0.8271604938271604
11.6277 	EXP 	slider: markerPos = 0.8333333333333331
11.6611 	EXP 	slider: markerPos = 0.8333333333333331
11.6931 	EXP 	slider: markerPos = 0.8333333333333331
11.7097 	EXP 	slider: markerPos = 0.8333333333333331
11.7263 	EXP 	slider: markerPos = 0.8333333333333331
11.7597 	EXP 	slider: markerPos = 0.8333333333333331
11.7778 	EXP 	slider: markerPos = 0.8395061728395059
11.8097 	EXP 	slider: markerPos = 0.851851851851852
11.8445 	EXP 	slider: markerPos = 0.8703703703703702
11.8778 	EXP 	slider: markerPos = 0.876543209876543
11.9108 	EXP 	slider: markerPos = 0.876543209876543
11.9445 	EXP 	slider: markerPos = 0.876543209876543
11.9778 	EXP 	slider: markerPos = 0.876543209876543
12.0109 	EXP 	slider: markerPos = 0.876543209876543
12.0445 	EXP 	slider: markerPos = 0.876543209876543
12.0778 	EXP 	slider: markerPos = 0.876543209876543
12.1109 	EXP 	slider: markerPos = 0.876543209876543
12.1444 	EXP 	slider: markerPos = 0.876543209876543
12.1778 	EXP 	slider: markerPos = 0.876543209876543
12.2097 	EXP 	slider: markerPos = 0.876543209876543
12.2263 	EXP 	slider: markerPos = 0.876543209876543
12.2429 	EXP 	slider: markerPos = 0.876543209876543
12.2596 	EXP 	slider: markerPos = 0.876543209876543
12.2763 	EXP 	slider: markerPos = 0.876543209876543
12.2930 	EXP 	slider: markerPos = 0.876543209876543
12.3096 	EXP 	slider: markerPos = 0.876543209876543
12.3263 	EXP 	slider: markerPos = 0.876543209876543
12.3429 	EXP 	slider: markerPos = 0.876543209876543
12.3610 	EXP 	slider: markerPos = 0.876543209876543
12.3944 	EXP 	slider: markerPos = 0.876543209876543
12.4278 	EXP 	slider: markerPos = 0.876543209876543
12.4608 	EXP 	slider: markerPos = 0.876543209876543
12.4760 	EXP 	slider: markerPos = 0.876543209876543
12.4929 	EXP 	slider: markerPos = 0.876543209876543
12.5096 	EXP 	slider: markerPos = 0.876543209876543
12.5263 	EXP 	slider: markerPos = 0.876543209876543
12.5429 	EXP 	slider: markerPos = 0.876543209876543
12.5597 	EXP 	slider: markerPos = 0.876543209876543
12.5948 	EXP 	slider: markerPos = 0.876543209876543
12.6278 	EXP 	slider: markerPos = 0.876543209876543
12.6609 	EXP 	slider: markerPos = 0.876543209876543
12.6945 	EXP 	slider: markerPos = 0.876543209876543
12.7278 	EXP 	slider: markerPos = 0.876543209876543
12.7597 	EXP 	slider: markerPos = 0.876543209876543
12.7779 	EXP 	slider: markerPos = 0.876543209876543
12.8112 	EXP 	slider: markerPos = 0.876543209876543
12.8445 	EXP 	slider: markerPos = 0.876543209876543
12.8778 	EXP 	slider: markerPos = 0.876543209876543
12.9111 	EXP 	slider: markerPos = 0.876543209876543
12.9431 	EXP 	slider: markerPos = 0.876543209876543
12.9596 	EXP 	slider: markerPos = 0.876543209876543
12.9763 	EXP 	slider: markerPos = 0.876543209876543
12.9929 	EXP 	slider: markerPos = 0.876543209876543
13.0096 	EXP 	slider: markerPos = 0.876543209876543
13.0263 	EXP 	slider: markerPos = 0.876543209876543
13.0429 	EXP 	slider: markerPos = 0.876543209876543
13.0611 	EXP 	slider: markerPos = 0.876543209876543
13.0944 	EXP 	slider: markerPos = 0.876543209876543
13.1264 	EXP 	slider: markerPos = 0.876543209876543
13.1429 	EXP 	slider: markerPos = 0.876543209876543
13.1596 	EXP 	slider: markerPos = 0.876543209876543
13.1778 	EXP 	slider: markerPos = 0.876543209876543
13.2097 	EXP 	slider: markerPos = 0.876543209876543
13.2445 	EXP 	slider: markerPos = 0.876543209876543
13.2778 	EXP 	slider: markerPos = 0.876543209876543
13.3097 	EXP 	slider: markerPos = 0.876543209876543
13.3444 	EXP 	slider: markerPos = 0.876543209876543
13.3778 	EXP 	slider: markerPos = 0.876543209876543
13.4111 	EXP 	slider: markerPos = 0.876543209876543
13.4434 	EXP 	slider: markerPos = 0.876543209876543
13.4778 	EXP 	slider: markerPos = 0.876543209876543
13.5111 	EXP 	slider: markerPos = 0.876543209876543
13.5442 	EXP 	slider: markerPos = 0.876543209876543
13.5778 	EXP 	slider: markerPos = 0.876543209876543
13.6107 	EXP 	slider: markerPos = 0.876543209876543
13.6263 	EXP 	slider: markerPos = 0.876543209876543
13.6429 	EXP 	slider: markerPos = 0.876543209876543
13.6596 	EXP 	slider: markerPos = 0.876543209876543
13.6777 	EXP 	slider: markerPos = 0.876543209876543
13.7109 	EXP 	slider: markerPos = 0.876543209876543
13.7445 	EXP 	slider: markerPos = 0.876543209876543
13.7778 	EXP 	slider: markerPos = 0.876543209876543
13.8109 	EXP 	slider: markerPos = 0.876543209876543
13.8444 	EXP 	slider: markerPos = 0.876543209876543
13.8778 	EXP 	slider: markerPos = 0.876543209876543
13.9108 	EXP 	slider: markerPos = 0.876543209876543
13.9444 	EXP 	slider: markerPos = 0.876543209876543
13.9778 	EXP 	slider: markerPos = 0.876543209876543
14.0097 	EXP 	slider: markerPos = 0.876543209876543
14.0262 	EXP 	slider: markerPos = 0.876543209876543
14.0429 	EXP 	slider: markerPos = 0.876543209876543
14.0610 	EXP 	slider: markerPos = 0.876543209876543
14.0944 	EXP 	slider: markerPos = 0.876543209876543
14.1275 	EXP 	slider: markerPos = 0.876543209876543
14.1611 	EXP 	slider: markerPos = 0.876543209876543
14.1929 	EXP 	slider: markerPos = 0.876543209876543
14.2096 	EXP 	slider: markerPos = 0.876543209876543
14.2263 	EXP 	slider: markerPos = 0.876543209876543
14.2429 	EXP 	slider: markerPos = 0.876543209876543
14.2596 	EXP 	slider: markerPos = 0.876543209876543
14.2763 	EXP 	slider: markerPos = 0.876543209876543
14.2930 	EXP 	slider: markerPos = 0.876543209876543
14.3096 	EXP 	slider: markerPos = 0.876543209876543
14.3263 	EXP 	slider: markerPos = 0.876543209876543
14.3429 	EXP 	slider: markerPos = 0.876543209876543
14.3596 	EXP 	slider: markerPos = 0.876543209876543
14.3762 	EXP 	slider: markerPos = 0.876543209876543
14.3929 	EXP 	slider: markerPos = 0.876543209876543
14.4108 	EXP 	slider: markerPos = 0.876543209876543
14.4264 	EXP 	slider: markerPos = 0.876543209876543
14.4429 	EXP 	slider: markerPos = 0.876543209876543
14.4611 	EXP 	slider: markerPos = 0.876543209876543
14.4942 	EXP 	slider: markerPos = 0.876543209876543
14.5279 	EXP 	slider: markerPos = 0.876543209876543
14.5613 	EXP 	slider: markerPos = 0.876543209876543
14.5931 	EXP 	slider: markerPos = 0.876543209876543
14.6279 	EXP 	slider: markerPos = 0.876543209876543
14.6612 	EXP 	slider: markerPos = 0.876543209876543
14.6931 	EXP 	slider: markerPos = 0.876543209876543
14.7276 	EXP 	slider: markerPos = 0.876543209876543
14.7612 	EXP 	slider: markerPos = 0.876543209876543
14.7946 	EXP 	slider: markerPos = 0.876543209876543
14.8275 	EXP 	slider: markerPos = 0.876543209876543
14.8613 	EXP 	slider: markerPos = 0.876543209876543
14.8945 	EXP 	slider: markerPos = 0.876543209876543
14.9276 	EXP 	slider: markerPos = 0.876543209876543
14.9618 	EXP 	slider: markerPos = 0.876543209876543
14.9946 	EXP 	slider: markerPos = 0.876543209876543
15.0280 	EXP 	slider: markerPos = 0.876543209876543
15.0616 	EXP 	slider: markerPos = 0.876543209876543
15.0949 	EXP 	slider: markerPos = 0.876543209876543
15.1264 	EXP 	slider: markerPos = 0.876543209876543
15.1616 	EXP 	slider: markerPos = 0.876543209876543
15.1950 	EXP 	slider: markerPos = 0.876543209876543
15.2264 	EXP 	slider: markerPos = 0.876543209876543
15.2783 	EXP 	slider: markerPos = 0.876543209876543
15.3113 	EXP 	slider: markerPos = 0.876543209876543
15.3450 	EXP 	slider: markerPos = 0.876543209876543
15.3782 	EXP 	slider: markerPos = 0.876543209876543
15.4112 	EXP 	slider: markerPos = 0.876543209876543
15.4449 	EXP 	slider: markerPos = 0.876543209876543
15.4782 	EXP 	slider: markerPos = 0.876543209876543
15.5097 	EXP 	slider: markerPos = 0.876543209876543
15.5263 	EXP 	slider: markerPos = 0.876543209876543
15.5640 	EXP 	slider: markerPos = 0.876543209876543
15.5949 	EXP 	slider: markerPos = 0.876543209876543
15.6284 	EXP 	slider: markerPos = 0.876543209876543
15.6613 	EXP 	slider: markerPos = 0.876543209876543
15.6951 	EXP 	slider: markerPos = 0.876543209876543
15.7264 	EXP 	slider: markerPos = 0.876543209876543
15.7617 	EXP 	slider: markerPos = 0.876543209876543
15.7931 	EXP 	slider: markerPos = 0.8827160493827163
15.8106 	EXP 	slider: markerPos = 1.074074074074074
15.8430 	EXP 	slider: markerPos = 1.2037037037037035
15.8610 	EXP 	slider: markerPos = 1.2530864197530867
15.8942 	EXP 	slider: markerPos = 1.2530864197530867
15.9263 	EXP 	slider: markerPos = 1.2530864197530867
15.9442 	EXP 	slider: markerPos = 1.2530864197530867
15.9776 	EXP 	slider: markerPos = 1.2530864197530867
16.0097 	EXP 	slider: markerPos = 1.2530864197530867
16.0262 	EXP 	slider: markerPos = 1.2530864197530867
16.0429 	EXP 	slider: markerPos = 1.2530864197530867
16.0595 	EXP 	slider: markerPos = 1.2530864197530867
16.0776 	EXP 	slider: markerPos = 1.2530864197530867
16.1097 	EXP 	slider: markerPos = 1.2530864197530867
16.1262 	EXP 	slider: markerPos = 1.2530864197530867
16.1429 	EXP 	slider: markerPos = 1.2530864197530867
16.1610 	EXP 	slider: markerPos = 1.2530864197530867
16.1943 	EXP 	slider: markerPos = 1.2530864197530867
16.2263 	EXP 	slider: markerPos = 1.2530864197530867
16.2611 	EXP 	slider: markerPos = 1.2530864197530867
16.2943 	EXP 	slider: markerPos = 1.2530864197530867
16.3263 	EXP 	slider: markerPos = 1.2530864197530867
16.3597 	EXP 	slider: markerPos = 1.2654320987654322
16.3759 	EXP 	slider: markerPos = 1.2777777777777777
16.3930 	EXP 	slider: markerPos = 1.2777777777777777
16.4095 	EXP 	slider: markerPos = 1.2839506172839499
16.4262 	EXP 	slider: markerPos = 1.2839506172839499
16.4429 	EXP 	slider: markerPos = 1.2839506172839499
16.4596 	EXP 	slider: markerPos = 1.2839506172839499
16.4776 	EXP 	slider: markerPos = 1.2901234567901232
16.5096 	EXP 	slider: markerPos = 1.2901234567901232
16.5443 	EXP 	slider: markerPos = 1.2901234567901232
