SubjectID, Time, X, Y, Z
34086, 29.02938, 4.024713, 0.4696161, 3.944741
34086, 29.04938, 4.020679, 0.2711828, 3.947115
34086, 29.07685, 4.019545, 0.2713519, 3.947718
34086, 29.09536, 4.018893, 0.271549, 3.94786
34086, 29.12486, 4.020072, 0.2718074, 3.945301
34086, 29.14289, 4.019174, 0.2718507, 3.945592
34086, 29.16816, 4.018996, 0.2718684, 3.945127
34086, 29.18579, 4.018754, 0.2721547, 3.944783
34086, 29.20397, 4.017929, 0.2722333, 3.945141
34086, 29.22837, 4.017489, 0.2724637, 3.945058
34086, 29.2493, 4.017325, 0.272582, 3.94449
34086, 29.27238, 4.017285, 0.2728872, 3.944222
34086, 29.59453, 4.017912, 0.2753175, 3.937893
34086, 29.62215, 4.018176, 0.2752699, 3.937063
34086, 29.68988, 4.018695, 0.2759258, 3.936195
34086, 29.70736, 4.019064, 0.2761816, 3.936058
34086, 29.7295, 4.019467, 0.2763696, 3.935688
34086, 29.75174, 4.01944, 0.2764103, 3.935785
34086, 29.77221, 4.019663, 0.2766512, 3.935906
34086, 29.79237, 4.020648, 0.2769956, 3.935014
34086, 29.83735, 4.021706, 0.2776846, 3.93421
34086, 29.88119, 4.022429, 0.2788729, 3.933168
34086, 29.928, 4.022891, 0.2802184, 3.932687
34086, 29.97002, 4.023374, 0.2818165, 3.931386
34086, 29.99223, 4.025265, 0.2829436, 3.928615
34086, 30.01447, 4.02558, 0.2839553, 3.92777
34086, 30.03668, 4.025334, 0.284687, 3.927189
34086, 30.08159, 4.025355, 0.2865817, 3.925803
34086, 30.10372, 4.02533, 0.2876835, 3.925296
34086, 30.12654, 4.024774, 0.2887399, 3.925519
34086, 30.14958, 4.024672, 0.2898414, 3.925134
34086, 30.17211, 4.024621, 0.2907116, 3.924606
34086, 30.19496, 4.024621, 0.291666, 3.923795
34086, 30.24017, 4.024357, 0.2935669, 3.922599
34086, 30.30905, 4.024448, 0.2960199, 3.919937
34086, 30.32949, 4.024654, 0.296893, 3.918795
34086, 30.35189, 4.024515, 0.2976928, 3.917928
34086, 30.39679, 4.02485, 0.2995215, 3.915708
34086, 30.41904, 4.025192, 0.3002641, 3.914288
34086, 30.44122, 4.02511, 0.3009166, 3.91324
34086, 30.46346, 4.025397, 0.3017849, 3.912023
34086, 30.50923, 4.025331, 0.3030422, 3.909845
34086, 30.53044, 4.025099, 0.303678, 3.908964
34086, 30.57424, 4.024664, 0.3048179, 3.907577
34086, 30.59861, 4.024534, 0.3052067, 3.90697
34086, 30.61991, 4.024212, 0.3053831, 3.906544
34086, 30.64276, 4.024043, 0.3053532, 3.906094
34086, 30.66306, 4.023982, 0.3055318, 3.905656
34086, 30.72965, 4.023614, 0.3056772, 3.904727
34086, 30.75189, 4.023582, 0.3058852, 3.904671
34086, 30.8186, 4.023376, 0.3058807, 3.904387
34086, 30.84071, 4.02321, 0.3055643, 3.904435
34086, 30.86295, 4.023101, 0.3054815, 3.904448
34086, 30.97468, 4.021883, 0.3045069, 3.907042
34086, 30.9969, 4.021755, 0.3040963, 3.907683
34086, 31.06511, 4.021122, 0.3022593, 3.910085
34086, 31.08566, 4.021209, 0.3016484, 3.910728
34086, 31.10797, 4.020998, 0.3007963, 3.911579
34086, 31.13011, 4.021534, 0.3001213, 3.911891
34086, 31.15405, 4.021332, 0.2991663, 3.912846
34086, 31.21845, 4.020692, 0.2961721, 3.915957
34086, 31.2407, 4.02004, 0.2949872, 3.917341
34086, 31.26279, 4.019591, 0.2940526, 3.918749
34086, 31.28554, 4.019389, 0.2932094, 3.919925
34086, 31.30729, 4.019039, 0.2921472, 3.921063
34086, 31.35226, 4.018755, 0.2900673, 3.922856
34086, 31.41835, 4.018758, 0.2870232, 3.924947
34086, 31.46275, 4.018966, 0.2850288, 3.925769
34086, 31.48497, 4.018895, 0.2844239, 3.92652
34086, 31.50943, 4.01881, 0.2840034, 3.927248
34086, 31.52944, 4.019037, 0.2836194, 3.927305
34086, 31.55172, 4.019065, 0.2832818, 3.927812
34086, 31.57398, 4.019032, 0.2830694, 3.92801
34086, 31.62306, 4.019317, 0.2827182, 3.928115
34086, 31.64637, 4.020112, 0.2827024, 3.926884
34086, 31.66949, 4.02008, 0.2824656, 3.926877
34086, 31.69199, 4.019986, 0.2823564, 3.927062
34086, 31.71571, 4.020257, 0.2822548, 3.9268
34086, 31.73658, 4.022017, 0.2824917, 3.92441
34086, 31.75927, 4.022346, 0.2825818, 3.924059
34086, 31.78059, 4.02226, 0.2825848, 3.923852
34086, 31.80411, 4.022252, 0.2825486, 3.923871
34086, 31.82495, 4.022188, 0.2825533, 3.924099
34086, 31.84743, 4.021854, 0.282488, 3.924494
34086, 31.8694, 4.021728, 0.282333, 3.924838
34086, 31.89213, 4.021631, 0.2824089, 3.925169
34086, 31.9138, 4.021679, 0.2824897, 3.925248
34086, 32.02533, 4.020788, 0.2823606, 3.926176
34086, 32.04801, 4.020506, 0.282363, 3.926884
34086, 32.07064, 4.020157, 0.2823501, 3.929871
34086, 32.09333, 4.020051, 0.2823017, 3.934224
34086, 32.11809, 4.017715, 0.2823089, 3.94145
34086, 32.13917, 4.009331, 0.2825059, 3.950043
34086, 32.16144, 3.999788, 0.2824571, 3.956195
34086, 32.18413, 3.985581, 0.282464, 3.963933
34086, 32.2066, 3.967973, 0.2824199, 3.97317
34086, 32.22876, 3.948701, 0.2824043, 3.983229
34086, 32.252, 3.929061, 0.2823059, 3.99352
34086, 32.27405, 3.909365, 0.2822447, 4.003623
34086, 32.29549, 3.89041, 0.2820981, 4.014225
34086, 32.31894, 3.871912, 0.2822087, 4.026792
34086, 32.3404, 3.856565, 0.2822333, 4.042713
34086, 32.36208, 3.845583, 0.2821837, 4.062389
34086, 32.3843, 3.839849, 0.2821147, 4.084275
34086, 32.40651, 3.838422, 0.282109, 4.106744
34086, 32.42957, 3.839089, 0.2821999, 4.130279
34086, 32.45088, 3.839077, 0.28207, 4.151391
34086, 32.47315, 3.839458, 0.2820731, 4.174578
34086, 32.49551, 3.839815, 0.2819774, 4.196383
34086, 32.51792, 3.840154, 0.2820392, 4.219249
34086, 32.5404, 3.840501, 0.2820732, 4.241912
34086, 32.56617, 3.840789, 0.2819549, 4.266232
34086, 32.588, 3.841106, 0.2819046, 4.289475
34086, 32.61043, 3.841264, 0.2818808, 4.314583
34086, 32.63052, 3.841204, 0.281936, 4.335669
34086, 32.65109, 3.841094, 0.2819489, 4.355834
34086, 32.66977, 3.840781, 0.2818683, 4.374479
34086, 32.69234, 3.840579, 0.281809, 4.395762
34086, 32.71415, 3.840329, 0.2817978, 4.418215
34086, 32.73633, 3.839969, 0.2817256, 4.441483
34086, 32.76022, 3.839872, 0.2816684, 4.46325
34086, 32.78203, 3.839992, 0.2816985, 4.489223
34086, 32.80299, 3.839891, 0.2817019, 4.507745
34086, 32.82521, 3.839695, 0.2817062, 4.530227
34086, 32.84888, 3.839716, 0.2817384, 4.552615
34086, 32.87125, 3.839632, 0.2817664, 4.578545
34086, 32.89254, 3.839606, 0.2817264, 4.597013
34086, 32.91402, 3.839717, 0.2818117, 4.619153
34086, 32.93623, 3.839685, 0.2818151, 4.641513
34086, 32.95848, 3.839369, 0.2817766, 4.664029
34086, 32.98094, 3.839863, 0.2817708, 4.685257
34086, 33.00359, 3.840719, 0.2818454, 4.706651
34086, 33.02771, 3.840355, 0.2817995, 4.729126
34086, 33.04887, 3.840845, 0.2819223, 4.750733
34086, 33.07298, 3.840033, 0.28151, 4.773471
34086, 33.0941, 3.839369, 0.281383, 4.796152
34086, 33.11669, 3.838879, 0.2813392, 4.81866
34086, 33.13909, 3.838328, 0.2813499, 4.841307
34086, 33.16271, 3.83765, 0.2814622, 4.863795
34086, 33.18365, 3.837148, 0.2814881, 4.885858
34086, 33.20583, 3.836487, 0.2814102, 4.908003
34086, 33.22819, 3.835791, 0.2814157, 4.930104
34086, 33.27308, 3.834173, 0.2815124, 4.975376
34086, 33.29561, 3.833424, 0.2814414, 4.999197
34086, 33.31805, 3.832675, 0.2814126, 5.02065
34086, 33.3402, 3.832332, 0.2813834, 5.041859
34086, 33.36494, 3.831317, 0.28135, 5.066235
34086, 33.3863, 3.830617, 0.2813706, 5.086099
34086, 33.40796, 3.829839, 0.2814026, 5.11134
34086, 33.43008, 3.829187, 0.2814131, 5.133152
34086, 33.44989, 3.828654, 0.2815259, 5.151211
34086, 33.47395, 3.827903, 0.281486, 5.17276
34086, 33.49431, 3.827268, 0.2815665, 5.194854
34086, 33.51651, 3.826598, 0.2816205, 5.218637
34086, 33.53876, 3.825948, 0.2817083, 5.23916
34086, 33.56102, 3.825438, 0.2818255, 5.261756
34086, 33.58323, 3.824773, 0.281846, 5.283528
34086, 33.60808, 3.824094, 0.2819013, 5.308301
34086, 33.63036, 3.823417, 0.2819171, 5.329378
34086, 33.64994, 3.822836, 0.2820253, 5.350824
34086, 33.67199, 3.822291, 0.2820298, 5.372788
34086, 33.69512, 3.821643, 0.2820502, 5.395154
34086, 33.71647, 3.821102, 0.2820039, 5.417493
34086, 33.76084, 3.819913, 0.2819298, 5.462372
34086, 33.78323, 3.819236, 0.2818596, 5.48467
