SubjectID, Time, Event
117794, 842.7644, Start
117794, 842.7644, Disable
117794, 1016.793, Enable
118046, 842.7644, Start
118046, 842.7644, Disable
118194, 842.7644, Start
118194, 842.7644, Disable
118194, 1016.793, Enable
118354, 842.7644, Start
118354, 842.7644, Disable
118354, 1016.793, Enable
120252, 842.7644, Start
120252, 842.7644, Disable
119896, 842.7644, Start
119896, 842.7644, Disable
119962, 842.7644, Start
119962, 842.7644, Disable
119636, 842.7644, Start
119636, 842.7644, Disable
120272, 842.7644, Start
120272, 842.7644, Disable
119490, 842.7644, Start
119490, 842.7644, Disable
119490, 888.1774, Enable
119980, 842.7644, Start
119980, 842.7644, Disable
119980, 907.9655, Enable
119980, 1006.902, Disable
119980, 1006.902, Destroy
119968, 842.7644, Start
119968, 842.7644, Disable
119968, 947.5002, Enable
119968, 1004.547, Disable
119968, 1004.547, Destroy
119972, 842.7644, Start
119972, 842.7644, Disable
120066, 842.7644, Start
120066, 842.7644, Disable
120074, 842.7644, Start
120074, 842.7644, Disable
120074, 967.2519, Enable
120074, 1006.813, Disable
120074, 1006.813, Destroy
120522, 842.7644, Start
120522, 842.7644, Disable
119954, 842.7644, Start
119954, 842.7644, Disable
120638, 842.7644, Start
120638, 842.7644, Disable
120714, 842.7644, Start
120714, 842.7644, Disable
120714, 967.2519, Enable
120714, 1005.302, Disable
120714, 1005.302, Destroy
120720, 842.7644, Start
120720, 842.7644, Disable
119892, 842.7644, Start
119892, 842.7644, Disable
120100, 842.7644, Start
120100, 842.7644, Disable
120100, 947.5002, Enable
120100, 1005.869, Disable
120100, 1005.869, Destroy
120098, 842.7644, Start
120098, 842.7644, Disable
119344, 842.7644, Start
119344, 842.7644, Disable
120078, 842.7644, Start
120078, 842.7644, Disable
120086, 842.7644, Start
120086, 842.7644, Disable
120086, 967.2519, Enable
120086, 1007.491, Disable
120086, 1007.491, Destroy
120730, 842.7644, Start
120730, 842.7644, Disable
120724, 842.7644, Start
120724, 842.7644, Disable
120724, 967.2519, Enable
120724, 1008.547, Disable
120724, 1008.547, Destroy
120696, 842.7644, Start
120696, 842.7644, Disable
120148, 842.7644, Start
120148, 842.7644, Disable
120148, 907.9655, Enable
120148, 1006.347, Disable
120148, 1006.347, Destroy
120156, 842.7644, Start
120156, 842.7644, Disable
120248, 842.7644, Start
120248, 842.7644, Disable
120240, 842.7644, Start
120240, 842.7644, Disable
120240, 967.2519, Enable
120240, 1007.858, Disable
120240, 1007.858, Destroy
119500, 842.7644, Start
119500, 842.7644, Disable
120354, 842.7644, Start
120692, 842.7644, Start
