model,pct_fixed,pct_random_intercept,pct_residual,total_var
M0_intercept_only,3.47397759340278e-33,1.014253809002809e-08,99.99999998985747,0.08678995924804367
M1_scene,28.006115812701594,7.769066799062223e-09,71.99388417952935,0.08683672769697919
M2_order_linear,10.498493015550856,9.889857984252632e-09,89.50150697455928,0.0868074851665784
M3_order_quadratic,17.93249336196525,1.0115601183704921e-30,82.06750663803476,0.09592548392545139
