Shimmer,Shimmer,Shimmer,Shimmer,Shimmer,Shimmer,Shimmer,Shimmer,Shimmer,Shimmer,Shimmer,Shimmer,Shimmer,Shimmer,Shimmer,Shimmer,Shimmer,Shimmer,Shimmer,Shimmer,Shimmer,Shimmer,Shimmer,Shimmer,Shimmer,Shimmer,Shimmer,Shimmer,Shimmer,Shimmer,Shimmer,Shimmer,
Timestamp,Timestamp,System Timestamp,Low Noise Accelerometer X,Low Noise Accelerometer X,Low Noise Accelerometer Y,Low Noise Accelerometer Y,Low Noise Accelerometer Z,Low Noise Accelerometer Z,Gyroscope X,Gyroscope X,Gyroscope Y,Gyroscope Y,Gyroscope Z,Gyroscope Z,VSenseBatt,VSenseBatt,External ADC A7,External ADC A7,External ADC A6,External ADC A6,External ADC A15,External ADC A15,Internal ADC A13,Internal ADC A13,Pressure,Pressure,Temperature,Temperature,GSR,GSR,GSR Conductance,
RAW,CAL,CAL,RAW,CAL,RAW,CAL,RAW,CAL,RAW,CAL,RAW,CAL,RAW,CAL,RAW,CAL,RAW,CAL,RAW,CAL,RAW,CAL,RAW,CAL,RAW,CAL,RAW,CAL,RAW,CAL,CAL,
no units,mSecs,mSecs,no units,m/(sec^2),no units,m/(sec^2),no units,m/(sec^2),no units,deg/sec,no units,deg/sec,no units,deg/sec,no units,mVolts,no units,mVolts,no units,mVolts,no units,mVolts,no units,mVolts,no units,kPa,no units,Celcius*,no units,kOhms,uSiemens,
8105472,169749713.439941,1711802817433.69,12536,-700.240963855422,60167,-126.373493975904,5382,-40.1807228915663,-15617,363.480916030534,-23808,238.427480916031,8191,-125.053435114504,-27387,-39886.7076923077,23305,17073.2600732601,39176,28700.3663003663,8456,6194.87179487179,9992,7320.14652014652,7578.3359375,15.6853004725273,54130,159.904350835199,48136,284.671532846715,3.51282051282051,
8138240,169750713.439941,1711802818433.69,13048,-703.325301204819,60423,-132.542168674699,5382,-40.1807228915663,-15617,383.022900763359,-25088,238.427480916031,9727,-148.503816793893,-27131,-39513.8666666667,25865,18948.7179487179,48904,35827.1062271062,31240,22886.4468864469,10248,7507.69230769231,7578.3359375,15.431451718932,53362,156.041088870443,48392,257.207461842849,3.88791208791209,
8171008,169751713.439941,1711802819433.69,12280,-703.325301204819,60423,-123.289156626506,5638,-43.2650602409639,-15617,367.389312977099,-24064,238.427480916031,7935,-121.145038167939,-27899,-40632.3897435897,26121,19136.2637362637,53256,39015.3846153846,46856,34326.7399267399,9480,6945.05494505494,7578.3359375,16.3391635504857,56178,170.184978228763,48136,284.671532846715,3.51282051282051,
8203776,169752713.439941,1711802820433.69,12536,-703.325301204819,60423,-126.373493975904,5894,-46.3493975903614,-15617,398.656488549618,-26112,238.427480916031,8447,-128.961832061069,30725,44748.2051282051,6665,4882.78388278388,31753,23262.2710622711,1800,1318.68131868132,8969,6570.69597069597,7578.3359375,15.6011915099185,53874,158.617113885824,48392,257.207461842849,3.88791208791209,
8236544,169753713.439941,1711802821433.69,12280,-700.240963855422,60167,-123.289156626506,5638,-43.2650602409639,-15617,390.839694656489,-25600,238.427480916031,6655,-101.603053435115,-28155,-41005.2307692308,43529,31889.3772893773,21512,15759.706959707,45576,33389.010989011,8456,6194.87179487179,7578.3359375,15.431451718932,53362,156.041088870443,48136,284.671532846715,3.51282051282051,
8269312,169754713.439941,1711802822433.69,12792,-703.325301204819,60423,-129.457831325301,5638,-43.2650602409639,-15617,390.839694656489,-25600,238.427480916031,6143,-93.7862595419847,-30203,-43987.958974359,26633,19511.3553113553,41992,30763.36996337,16136,11821.2454212454,7688,5632.23443223443,7578.3359375,16.0165314340932,55154,165.048372449227,48392,257.207461842849,3.88791208791209,
8302080,169755713.439941,1711802823433.69,12280,-700.240963855422,60167,-123.289156626506,5382,-40.1807228915663,-15617,383.022900763359,-25088,238.427480916031,7679,-117.236641221374,-31483,-45852.1641025641,16905,12384.6153846154,30984,22698.9010989011,59144,43328.9377289377,7432,5444.68864468864,7578.33203125,15.5165591420721,53618,157.329363533413,48136,284.671532846715,3.51282051282051,
8334848,169756713.439941,1711802824433.69,12536,-700.240963855422,60167,-126.373493975904,5382,-40.1807228915663,-15617,371.297709923664,-24320,238.427480916031,12031,-183.679389312977,-28411,-41378.0717948718,19977,14635.1648351648,33288,24386.8131868132,57608,42203.663003663,7431,5443.95604395604,7578.33203125,16.1789304977984,55666,167.617565290017,48392,257.207461842849,3.88791208791209,
8367616,169757713.439941,1711802825433.69,12536,-703.325301204819,60423,-126.373493975904,5126,-37.0963855421687,-15617,379.114503816794,-24832,238.427480916031,11775,-179.770992366412,-27643,-40259.5487179487,22281,16323.0769230769,39944,29263.0036630037,61960,45391.9413919414,7175,5256.41025641026,7578.33203125,15.0860287827388,52338,150.882517832861,48136,284.671532846715,3.51282051282051,
8400384,169758713.439941,1711802826433.69,12536,-697.156626506024,59911,-126.373493975904,5382,-40.1807228915663,-15617,386.931297709924,-25344,238.427480916031,8447,-128.961832061069,-27387,-39886.7076923077,25097,18386.0805860806,47624,34889.3772893773,23048,16884.9816849817,7688,5632.23443223443,7578.33203125,15.9345014082634,54898,163.763085894523,48136,284.671532846715,3.51282051282051,
8433152,169759713.439941,1711802827433.69,12536,-697.156626506024,59911,-126.373493975904,5638,-43.2650602409639,-15617,390.839694656489,-25600,238.427480916031,11007,-168.045801526718,-28155,-41005.2307692308,24073,17635.8974358974,48648,35639.5604395604,32520,23824.1758241758,6664,4882.05128205128,7578.33203125,14.6436145925887,51058,144.421059829358,48392,257.207461842849,3.88791208791209,
8465920,169760713.439941,1711802828433.69,12792,-697.156626506024,59911,-129.457831325301,5638,-43.2650602409639,-15617,402.564885496183,-26368,238.427480916031,9215,-140.687022900763,30981,45121.0461538461,7177,5257.87545787546,30217,22136.9963369963,60936,44641.7582417582,5640,4131.86813186813,7578.33203125,15.601177259233,53874,158.617113885824,48392,257.207461842849,3.88791208791209,
8498688,169761713.439941,1711802829433.69,12536,-700.240963855422,60167,-126.373493975904,5638,-43.2650602409639,-15617,355.664122137405,-23296,238.427480916031,11519,-175.862595419847,30981,45121.0461538461,27657,20261.5384615385,3081,2257.14285714286,12809,9383.88278388278,5640,4131.86813186813,7578.328125,15.5165449111475,53618,157.329363533413,48392,257.207461842849,3.88791208791209,
8531456,169762713.439941,1711802830433.69,12280,-700.240963855422,60167,-123.289156626506,5638,-43.2650602409639,-15617,414.290076335878,-27136,238.427480916031,8959,-136.778625954198,-31995,-46597.8461538461,45321,33202.1978021978,41224,30200.7326007326,6920,5069.59706959707,5896,4319.41391941392,7578.328125,16.0165027422003,55154,165.048372449227,48136,284.671532846715,3.51282051282051,
8564224,169763713.439941,1711802831433.69,12536,-697.156626506024,59911,-126.373493975904,5894,-46.3493975903614,-15617,363.480916030534,-23808,238.427480916031,3583,-54.7022900763359,-31483,-45852.1641025641,24073,17635.8974358974,45576,33389.010989011,19208,14071.7948717949,6408,4694.50549450549,7578.328125,14.9984601208339,52082,149.591446711184,48392,257.207461842849,3.88791208791209,
8596992,169764713.439941,1711802832433.69,12280,-697.156626506024,59911,-123.289156626506,5382,-40.1807228915663,-15617,336.12213740458,-22016,238.427480916031,6655,-101.603053435115,-27387,-39886.7076923077,25609,18761.1721611722,50184,36764.8351648352,35336,25887.1794871795,6408,4694.50549450549,7578.32421875,14.9984460132948,52082,149.591446711184,48136,284.671532846715,3.51282051282051,
8629760,169765713.439941,1711802833433.69,12280,-700.240963855422,60167,-123.289156626506,5638,-43.2650602409639,-15617,375.206106870229,-24576,238.427480916031,9215,-140.687022900763,-30459,-44360.8,18953,13884.9816849817,38920,28512.8205128205,3336,2443.95604395604,6152,4506.95970695971,7578.32421875,15.3457896293829,53106,154.752278678203,48392,257.207461842849,3.88791208791209,
8662528,169766713.439941,1711802834433.69,12280,-700.240963855422,60167,-123.289156626506,5382,-40.1807228915663,-15617,398.656488549618,-26112,238.427480916031,12287,-187.587786259542,-31227,-45479.3230769231,13321,9758.97435897436,20488,15009.5238095238,26888,19698.1684981685,6152,4506.95970695971,7578.32421875,15.4314090861376,53362,156.041088870443,48392,257.207461842849,3.88791208791209,
8695296,169767713.439941,1711802835433.69,12536,-697.156626506024,59911,-126.373493975904,5638,-43.2650602409639,-15617,328.30534351145,-21504,238.427480916031,10239,-156.320610687023,-28155,-41005.2307692308,18697,13697.4358974359,26632,19510.6227106227,49160,36014.652014652,5640,4131.86813186813,7578.328125,14.8219474825641,51570,147.007501031486,48136,284.671532846715,3.51282051282051,
8728064,169768713.439941,1711802836433.69,12536,-703.325301204819,60423,-126.373493975904,5894,-46.3493975903614,-15617,406.473282442748,-26624,238.427480916031,8703,-132.870229007634,30725,44748.2051282051,3337,2444.68864468864,12553,9196.336996337,15880,11633.6996336996,5640,4131.86813186813,7578.328125,15.3458038200905,53106,154.752278678203,48136,284.671532846715,3.51282051282051,
8760832,169769713.439941,1711802837433.69,12536,-703.325301204819,60423,-126.373493975904,5638,-43.2650602409639,-15617,390.839694656489,-25600,238.427480916031,14847,-226.671755725191,-27899,-40632.3897435897,44041,32264.4688644689,14088,10320.8791208791,13576,9945.78754578755,5896,4319.41391941392,7578.328125,14.6436005717739,51058,144.421059829358,48392,257.207461842849,3.88791208791209,
8793600,169770713.439941,1711802838433.69,13048,-697.156626506024,59911,-132.542168674699,5638,-43.2650602409639,-15617,359.572519083969,-23552,238.427480916031,7167,-109.419847328244,-31483,-45852.1641025641,24073,17635.8974358974,34312,25136.9963369963,49928,36577.2893772894,5639,4131.13553113553,7578.33203125,14.6436145925887,51058,144.421059829358,48136,284.671532846715,3.51282051282051,
8826368,169771713.439941,1711802839433.69,12536,-703.325301204819,60423,-126.373493975904,5638,-43.2650602409639,-15617,414.290076335878,-27136,238.427480916031,6655,-101.603053435115,-32251,-46970.6871794872,13833,10134.0659340659,20232,14821.978021978,24328,17822.7106227106,7176,5257.14285714286,7578.33203125,15.4314375080005,53362,156.041088870443,48392,257.207461842849,3.88791208791209,
8891904,170285713.439941,1711803353433.69,12536,-700.240963855422,60167,-126.373493975904,5638,-43.2650602409639,-15617,371.297709923664,-24320,238.427480916031,7423,-113.328244274809,-27643,-40259.5487179487,20489,15010.2564102564,28936,21198.5347985348,57864,42391.2087912088,7176,5257.14285714286,7578.328125,15.8519396245773,54642,162.477326662858,48392,257.207461842849,3.88791208791209,
8924672,170286713.439941,1711803354433.69,12536,-703.325301204819,60423,-126.373493975904,5382,-40.1807228915663,-15617,375.206106870229,-24576,238.427480916031,5887,-89.8778625954198,-29691,-43242.2769230769,17417,12759.706959707,25864,18947.9853479853,56072,41078.3882783883,7688,5632.23443223443,7578.328125,14.1899979239366,49778,137.943266456906,48392,257.207461842849,3.88791208791209,
8957440,170287713.439941,1711803355433.69,12280,-697.156626506024,59911,-123.289156626506,5126,-37.0963855421687,-15617,398.656488549618,-26112,238.427480916031,9727,-148.503816793893,-27643,-40259.5487179487,21001,15385.347985348,33288,24386.8131868132,57096,41828.5714285714,7943,5819.04761904762,7578.328125,16.7297855594099,57458,176.596169311528,48136,284.671532846715,3.51282051282051,
8990208,170288713.439941,1711803356433.69,12792,-694.072289156627,59655,-129.457831325301,5382,-40.1807228915663,-15617,390.839694656489,-25600,238.427480916031,10495,-160.229007633588,-27131,-39513.8666666667,24841,18198.5347985348,44296,32451.2820512821,12040,8820.51282051282,7944,5819.78021978022,7578.328125,14.6436005717739,51058,144.421059829358,48392,257.207461842849,3.88791208791209,
9055744,170802713.439941,1711803870433.69,12536,-706.409638554217,60679,-126.373493975904,5894,-46.3493975903614,-15617,347.847328244275,-22784,238.427480916031,8191,-125.053435114504,-31227,-45479.3230769231,16649,12197.0695970696,33800,24761.9047619048,51720,37890.1098901099,9479,6944.32234432234,7578.328125,16.0165027422003,55154,165.048372449227,48392,257.207461842849,3.88791208791209,
9121280,171316713.439941,1711804384433.69,12536,-703.325301204819,60423,-126.373493975904,5126,-37.0963855421687,-15617,336.12213740458,-22016,238.427480916031,12543,-191.496183206107,-27643,-40259.5487179487,18185,13322.3443223443,24328,17822.7106227106,40712,29825.641025641,8456,6194.87179487179,7578.3359375,14.6436286134035,51058,144.421059829358,48392,257.207461842849,3.88791208791209,
9154048,171317713.439941,1711804385433.69,12536,-706.409638554217,60679,-126.373493975904,5382,-40.1807228915663,-15617,386.931297709924,-25344,238.427480916031,10751,-164.137404580153,-27899,-40632.3897435897,23049,16885.7142857143,36872,27012.4542124542,63752,46704.7619047619,9223,6756.77655677656,7578.3359375,14.9104640400502,51826,148.2997788902,48136,284.671532846715,3.51282051282051,
9186816,171318713.439941,1711804386433.69,12792,-700.240963855422,60167,-129.457831325301,5382,-40.1807228915663,-15617,375.206106870229,-24576,238.427480916031,6655,-101.603053435115,-27899,-40632.3897435897,24841,18198.5347985348,45832,33576.5567765568,19464,14259.3406593407,9736,7132.60073260073,7578.328125,15.6852719321027,54130,159.904350835199,48392,257.207461842849,3.88791208791209,
9219584,171319713.439941,1711804387433.69,12792,-700.240963855422,60167,-129.457831325301,5638,-43.2650602409639,-15617,398.656488549618,-26112,238.427480916031,9215,-140.687022900763,-27899,-40632.3897435897,25865,18948.7179487179,51720,37890.1098901099,40712,29825.641025641,10248,7507.69230769231,7578.328125,15.3458038200905,53106,154.752278678203,48136,284.671532846715,3.51282051282051,
9252352,171320713.439941,1711804388433.69,12536,-697.156626506024,59911,-126.373493975904,5894,-46.3493975903614,-15617,422.106870229008,-27648,238.427480916031,5375,-82.0610687022901,-27899,-40632.3897435897,26121,19136.2637362637,54536,39953.1135531136,54280,39765.5677655678,11016,8070.32967032967,7578.328125,15.5165449111475,53618,157.329363533413,48392,257.207461842849,3.88791208791209,
9285120,171321713.439941,1711804389433.69,12536,-703.325301204819,60423,-126.373493975904,5382,-40.1807228915663,-15617,355.664122137405,-23296,238.427480916031,7167,-109.419847328244,-27899,-40632.3897435897,26121,19136.2637362637,55816,40890.8424908425,60680,44454.2124542125,11016,8070.32967032967,7578.328125,14.7330005346202,51314,145.714599396085,48392,257.207461842849,3.88791208791209,
9317888,171322713.439941,1711804390433.69,12024,-700.240963855422,60167,-120.204819277108,5638,-43.2650602409639,-15617,386.931297709924,-25344,238.427480916031,8447,-128.961832061069,-30971,-45106.482051282,18697,13697.4358974359,40968,30013.1868131868,16392,12008.7912087912,11016,8070.32967032967,7578.328125,15.6852719321027,54130,159.904350835199,48392,257.207461842849,3.88791208791209,
9350656,171323713.439941,1711804391433.69,12536,-703.325301204819,60423,-126.373493975904,5894,-46.3493975903614,-15617,375.206106870229,-24576,238.427480916031,5887,-89.8778625954198,-31483,-45852.1641025641,13065,9571.42857142857,22536,16509.8901098901,35848,26262.2710622711,11016,8070.32967032967,7578.328125,15.4314232970691,53362,156.041088870443,48392,257.207461842849,3.88791208791209,
9383424,171324713.439941,1711804392433.69,12536,-700.240963855422,60167,-126.373493975904,5382,-40.1807228915663,-15617,379.114503816794,-24832,238.427480916031,9727,-148.503816793893,-30971,-45106.482051282,12553,9196.336996337,12808,9383.15018315018,12808,9383.15018315018,11016,8070.32967032967,7578.3203125,15.3457754386753,53106,154.752278678203,48392,257.207461842849,3.88791208791209,
9416192,171325713.439941,1711804393433.69,12024,-700.240963855422,60167,-120.204819277108,5638,-43.2650602409639,-15617,394.748091603053,-25856,238.427480916031,7679,-117.236641221374,-27643,-40259.5487179487,18697,13697.4358974359,23304,17072.5274725275,39432,28887.9120879121,10504,7695.23809523809,7578.3203125,16.0979522366618,55410,166.333195830808,48392,257.207461842849,3.88791208791209,
9448960,171326713.439941,1711804394433.69,12792,-703.325301204819,60423,-129.457831325301,5382,-40.1807228915663,-15617,410.381679389313,-26880,238.427480916031,10239,-156.320610687023,-28155,-41005.2307692308,21513,15760.4395604396,32520,23824.1758241758,4360,3194.13919413919,10249,7508.42490842491,7578.3203125,15.4313948752062,53362,156.041088870443,48392,257.207461842849,3.88791208791209,
9481728,171327713.439941,1711804395433.69,12280,-700.240963855422,60167,-123.289156626506,5638,-43.2650602409639,-15617,379.114503816794,-24832,238.427480916031,7935,-121.145038167939,-28155,-41005.2307692308,22537,16510.6227106227,38664,28325.2747252747,13576,9945.78754578755,10760,7882.78388278388,7578.33203125,15.7688803128504,54386,161.19108498859,48392,257.207461842849,3.88791208791209,
9514496,171328713.439941,1711804396433.69,12536,-700.240963855422,60167,-126.373493975904,5638,-43.2650602409639,-15617,386.931297709924,-25344,238.427480916031,8447,-128.961832061069,-27643,-40259.5487179487,23305,17073.2600732601,44296,32451.2820512821,17160,12571.4285714286,9480,6945.05494505494,7578.33203125,15.0860287827388,52338,150.882517832861,48392,257.207461842849,3.88791208791209,
9547264,171329713.439941,1711804397433.69,12536,-697.156626506024,59911,-126.373493975904,5382,-40.1807228915663,-15617,371.297709923664,-24320,238.427480916031,11775,-179.770992366412,-27131,-39513.8666666667,25865,18948.7179487179,51208,37515.0183150183,37896,27762.6373626374,9224,6757.50915750916,7578.33203125,15.9345014082634,54898,163.763085894523,48392,257.207461842849,3.88791208791209,
9580032,171330713.439941,1711804398433.69,12536,-703.325301204819,60423,-126.373493975904,5382,-40.1807228915663,-15617,359.572519083969,-23552,238.427480916031,5375,-82.0610687022901,-30971,-45106.482051282,18441,13509.8901098901,37384,27387.5457875458,264,193.406593406593,8968,6569.96336996337,7578.328125,15.5165449111475,53618,157.329363533413,48136,284.671532846715,3.51282051282051,
9612800,171331713.439941,1711804399433.69,12536,-700.240963855422,60167,-126.373493975904,5382,-40.1807228915663,-15617,363.480916030534,-23808,238.427480916031,12543,-191.496183206107,-27899,-40632.3897435897,22537,16510.6227106227,40456,29638.0952380952,1288,943.589743589744,8200,6007.32600732601,7578.328125,15.9344870808913,54898,163.763085894523,48392,257.207461842849,3.88791208791209,
