n_pids_paired,mean_diff,std_diff,cohens_d,t_stat,p_value_t,wilcoxon_W,p_value_wilcoxon
104,-0.4900453502464538,0.783671523878863,-0.6253198378587547,-6.377036110956933,5.198778308143979e-09,994.0,1.80718431080014e-08
