SubjectID, Time, X, Y, Z
124356, 1094.949, 0, 0, 0
124356, 1111.02, 0, 0, 0
124356, 1111.121, 0, 3.558938, 0
124356, 1111.226, 0, 7.051364, 0
124356, 1111.34, 0, 10.52974, 0
124356, 1111.451, 0, 13.60163, 0
124356, 1111.56, 0, 16.30351, 0
124356, 1111.67, 0, 18.66744, 0
124356, 1111.771, 0, 20.57722, 0
124356, 1111.882, 0, 22.38056, 0
124356, 1111.986, 0, 23.81745, 0
124356, 1112.132, 0, 25.49037, 0
124356, 1112.237, 0, 26.46844, 0
124356, 1112.345, 0, 27.31417, 0
124356, 1112.456, 0, 28.03239, 0
124356, 1112.562, 0, 28.60008, 0
124356, 1112.666, 0, 29.05993, 0
124356, 1112.821, 0, 29.59718, 0
124356, 1112.968, 0, 29.98358, 0
124356, 1113.073, 0, 30.19914, 0
124356, 1113.175, 0, 30.37107, 0
124356, 1113.284, 0, 30.52172, 0
124356, 1113.392, 0, 30.64138, 0
124356, 1113.499, 0, 30.73793, 0
124356, 1113.611, 0, 30.81864, 0
124356, 1113.725, 0, 30.88441, 0
124356, 1113.826, 0, 30.93091, 0
124356, 1113.929, 0, 30.96941, 0
124356, 1114.031, 0, 31.00043, 0
124356, 1114.135, 0, 31.02596, 0
124356, 1114.238, 0, 31.0465, 0
124356, 1114.353, 0, 31.06429, 0
124356, 1114.505, 0, 31.0788, 0
124356, 1114.655, 0, 31.08465, 0
124356, 1126.337, 0, 31.08465, 0
124356, 1126.446, 0, 26.07017, 0
124356, 1126.562, 0, 15.63386, 0
124356, 1126.681, 0, 4.953846, 0
124356, 1126.791, 0, 355.0422, 0
124356, 1126.912, 0, 344.1201, 0
124356, 1127.021, 0, 334.2845, 0
124356, 1127.127, 0, 324.7726, 0
124356, 1127.237, 0, 314.9132, 0
124356, 1127.346, 0, 305.0479, 0
124356, 1127.456, 0, 295.1766, 0
124356, 1127.565, 0, 285.3813, 0
124356, 1127.715, 0, 271.8268, 0
124356, 1127.825, 0, 262.4402, 0
124356, 1127.939, 0, 255.5322, 0
124356, 1128.047, 0, 251.1687, 0
124356, 1132.227, 0, 251.1687, 0
124760, 1094.949, 0, 0, 0
124760, 1109.968, 0, 0, 0
124760, 1110.119, 0, 351.0694, 0
124760, 1110.22, 0, 341.9897, 0
124760, 1110.369, 0, 328.5438, 0
124760, 1110.514, 0, 315.5287, 0
124760, 1110.619, 0, 306.0702, 0
124760, 1110.726, 0, 296.4406, 0
124760, 1110.873, 0, 283.1873, 0
124760, 1111.02, 0, 269.9662, 0
124760, 1111.121, 0, 260.8527, 0
124760, 1111.226, 0, 251.4695, 0
124760, 1111.34, 0, 242.4116, 0
124760, 1111.451, 0, 234.8119, 0
124760, 1111.56, 0, 228.4105, 0
124760, 1111.67, 0, 223.0144, 0
124760, 1111.771, 0, 218.7921, 0
124760, 1111.882, 0, 214.9114, 0
124760, 1111.986, 0, 211.8963, 0
124760, 1112.132, 0, 208.4728, 0
124760, 1112.237, 0, 206.5145, 0
124760, 1112.345, 0, 204.8486, 0
124760, 1112.456, 0, 203.4548, 0
124760, 1112.562, 0, 202.3677, 0
124760, 1112.666, 0, 201.4971, 0
124760, 1112.821, 0, 200.4924, 0
124760, 1112.968, 0, 199.7786, 0
124760, 1113.073, 0, 199.384, 0
124760, 1113.175, 0, 199.0713, 0
124760, 1113.284, 0, 198.7988, 0
124760, 1113.392, 0, 198.6096, 0
124760, 1113.499, 0, 198.482, 0
